Company,Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
GoldmanSachs,2013-12-31,176.22,177.44,176.22,177.26,1663900,0,1,166.9568177,168.1126871,166.9568177,167.942149,1663900
GoldmanSachs,2013-11-30,167.89,170.38,167.69,168.94,2018700,0,1,159.0646925,161.4238032,158.8752057,160.0594982,2018700
GoldmanSachs,2013-10-31,162.09,163.35,160.86,160.86,2785000,0,1,153.0691117,154.2589881,151.9075656,151.9075656,2785000
GoldmanSachs,2013-09-30,157.72,159.14,156.57,158.21,2803600,0,1,148.9423178,150.2832897,147.8563194,149.4050475,2803600
GoldmanSachs,2013-08-31,153.77,153.9825,151.33,152.13,2234000,0,1,145.2121494,145.412823,142.9079441,143.6634213,2234000
GoldmanSachs,2013-07-31,162.53,165.97,162.43,164.03,3700300,0,1,152.9845764,156.2225445,152.8904495,154.3964811,3700300
GoldmanSachs,2013-06-30,152.69,152.77,151,151.25,3011300,0,1,143.7224819,143.7977834,142.1317359,142.3670534,3011300
GoldmanSachs,2013-05-31,163.95,165.828,162.07,162.08,4404800,0,1,154.3211795,156.0888842,152.5515923,152.561005,4404800
GoldmanSachs,2013-04-30,145.19,146.5399,144.56,146.07,2586300,0,1,136.239066,137.5057449,135.6479054,137.0648142,2586300
GoldmanSachs,2013-03-31,148.12,149.06,147.13,147.15,3701300,0,1,138.9884321,139.8704813,138.0594654,138.0782324,3701300
GoldmanSachs,2013-02-28,151.35,152.4,149.76,149.76,4956000,0,1,142.0193032,143.004571,140.5273264,140.5273264,4956000
GoldmanSachs,2013-01-31,146.26,148,146.26,147.86,3680900,0,1,136.7810027,138.4082347,136.7810027,138.277308,3680900
GoldmanSachs,2012-12-31,125.42,127.68,124.79,127.56,3623000,0,1,117.291627,119.4051581,116.7024568,119.2929352,3623000
GoldmanSachs,2012-11-30,117.96,119.44,117.69,117.79,4264300,0,1,110.3151038,111.6991862,110.0626023,110.1561214,4264300
GoldmanSachs,2012-10-31,119.73,122.6,119.66,122.39,3679700,0,1,111.5031863,114.1759846,111.4379961,113.980414,3679700
GoldmanSachs,2012-09-30,115.01,115.01,113.23,113.68,3653700,0,1,107.107504,107.107504,105.4498103,105.8688902,3653700
GoldmanSachs,2012-08-31,105.41,106.58,105.31,105.72,3264100,0,1,98.16713328,99.25674097,98.07400442,98.45583276,3264100
GoldmanSachs,2012-07-31,100.26,101.78,100,100.9,3664000,0,1,92.96384306,94.37322907,92.72276387,93.55726875,3664000
GoldmanSachs,2012-06-30,96.01,96.18,94.52,95.86,6245300,0,1,89.02312559,89.18075429,87.64155641,88.88404145,6245300
GoldmanSachs,2012-05-31,94.9,96.65,93.7,95.7,4833000,0,1,87.99390292,89.61655128,86.88122975,88.73568503,4833000
GoldmanSachs,2012-04-30,114.19,115.3,113.61,115.15,4240300,0,1,105.3847533,106.4091606,104.8494774,106.2707272,4240300
GoldmanSachs,2012-03-31,124.69,125.47,122.925,124.37,4651400,0,1,115.0750931,115.794947,113.4461931,114.7797685,4651400
GoldmanSachs,2012-02-29,116.51,118.13,115.14,115.14,6650700,0,1,107.5258569,109.0209379,106.2614983,106.2614983,6650700
GoldmanSachs,2012-01-31,110.6899,112.5,109.16,111.47,8028400,0,1,101.8501539,103.5156985,100.4424324,102.5679548,8028400
