Company,Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
GoldmanSachs,2011-12-31,90.53,91.14,90.14,90.43,4182800,0,1,83.30023276,83.86151789,82.94137834,83.20821881,4182800
GoldmanSachs,2011-11-30,92.4,96.01,91.37,95.86,10871200,0,1,85.02089371,88.34259746,84.07314998,88.20457653,10871200
GoldmanSachs,2011-10-31,112.79,113.89,109.48,109.55,8071700,0,1,103.3751378,104.3833181,100.3414317,100.4055887,8071700
GoldmanSachs,2011-09-30,98.28,98.4,94.46,94.55,5780200,0,1,90.07632364,90.18630694,86.57518855,86.65767603,5780200
GoldmanSachs,2011-08-31,115.4,117.8,114.67,116.22,6488100,0,1,105.7672746,107.9669406,105.0982095,106.5188272,6488100
GoldmanSachs,2011-07-31,134.1,136.6,133.13,134.97,5340300,0,1,122.5339923,124.8183695,121.6476539,123.3289556,5340300
GoldmanSachs,2011-06-30,133.05,133.8,131.5,133.09,4980900,0,1,121.5745539,122.259867,120.15824,121.6111039,4980900
GoldmanSachs,2011-05-31,140.82,142.3,139.88,140.73,7023200,0,1,128.6743982,130.0267495,127.8154723,128.5921606,7023200
GoldmanSachs,2011-04-30,150.28,151.87,149.6418,151.01,6075500,0,1,136.9727404,138.4219462,136.3910528,137.638099,6075500
GoldmanSachs,2011-03-31,157.38,160.07,157.32,158.6,3317700,0,1,143.444037,145.8958381,143.38935,144.5560063,3317700
GoldmanSachs,2011-02-28,165.53,166.25,163.1101,163.78,4235200,0.35,1,150.8723563,151.5286005,148.6667379,149.2773184,4235200
GoldmanSachs,2011-01-31,161.38,163.72,161.23,163.62,3792800,0,1,146.7761753,148.9044207,146.6397493,148.8134701,3792800
GoldmanSachs,2010-12-31,167.58,168.8,167.01,168.16,1636300,0,1,152.4151162,153.5247143,151.8966975,152.94263,1636300
GoldmanSachs,2010-11-30,158.07,159.33,156.14,156.14,5416900,0.35,1,143.7657084,144.9116868,142.0103607,142.0103607,5416900
GoldmanSachs,2010-10-31,162.15,163.5992,160.95,161.13,4536600,0,1,147.1466547,148.4617637,146.0576877,146.2210328,4536600
GoldmanSachs,2010-09-30,145.25,146.98,144.3,144.58,6854400,0,1,131.8103706,133.3802979,130.9482718,131.2023641,6854400
GoldmanSachs,2010-08-31,136.25,138.01,135.79,136.93,7064100,0,1,123.6431187,125.2402702,123.2256814,124.2602,7064100
GoldmanSachs,2010-07-31,151.35,153.41,150.8,150.82,8792400,0,1,136.9950942,138.8597119,136.4972594,136.5153625,8792400
GoldmanSachs,2010-06-30,133.68,134.3,131.0218,131.27,9139800,0,1,121.0010188,121.5622144,118.5949378,118.8195971,9139800
GoldmanSachs,2010-05-31,144.42,145.8,143.1,144.26,10683700,0,1,130.7223753,131.9714882,129.5275717,130.5775506,10683700
GoldmanSachs,2010-04-30,151.9,152.5,143.3,145.2,73187900,0,1,137.1617348,137.7035191,129.3961593,131.1118097,73187900
GoldmanSachs,2010-03-31,170,171.66,169.85,170.63,8243200,0,1,153.5055623,155.004499,153.3701162,154.0744358,8243200
GoldmanSachs,2010-02-28,156.26,156.99,155.26,156.35,7812700,0.35,1,141.098701,141.7578719,140.1957271,141.1799686,7812700
GoldmanSachs,2010-01-31,154.44,154.88,147.81,148.72,18502800,0,1,139.1438057,139.5402268,133.1704605,133.9903314,18502800
GoldmanSachs,2009-12-31,167.29,170.13,166.9288,168.84,6401800,0,1,150.7211037,153.2798217,150.395678,152.1175871,6401800
GoldmanSachs,2009-11-30,165.47,169.99,164.77,169.66,10699200,0.35,1,149.0813619,153.1536877,148.4506919,152.8563719,10699200
GoldmanSachs,2009-10-31,177.22,177.62,169.68,170.17,13323700,0,1,159.338899,159.6985399,152.5596681,153.0002282,13323700
GoldmanSachs,2009-09-30,184.77,185.48,181.82,184.35,10517900,0,1,166.127121,166.7654835,163.4747693,165.749498,10517900
GoldmanSachs,2009-08-31,162.95,165.59,161.25,165.46,9106500,0,1,146.5087101,148.88234,144.9802363,148.7654567,9106500
GoldmanSachs,2009-07-31,162.37,163.87,161.3,163.3,7721200,0,1,145.6754065,147.0211791,144.715422,146.5097855,7721200
GoldmanSachs,2009-06-30,149.405,149.8,146.24,147.44,9614400,0,1,134.0434446,134.3978314,131.2038643,132.2804824,9614400
GoldmanSachs,2009-05-31,145.81,145.9,141.28,144.57,14130000,0,1,130.8180761,130.8988225,126.7538426,129.7055707,14130000
GoldmanSachs,2009-04-30,128.52,129.65,125.18,128.5,24834600,0,1,115.0123187,116.0235537,112.0233587,114.9944207,24834600
GoldmanSachs,2009-03-31,102.81,108.5,102.48,106.02,25927400,0,1,92.00448557,97.09645642,91.70916916,94.87710884,25927400
GoldmanSachs,2009-02-28,88.52,93.38,87.5,91.08,26041700,0,1,79.21639007,83.56559539,78.30359389,81.5073295,26041700
GoldmanSachs,2009-01-31,83.59,84.78,79.35,80.73,20344900,0,1,74.39412358,75.45320968,70.62057311,71.84875699,20344900
GoldmanSachs,2008-12-31,82.24,86.15,81.12,84.39,14894100,0,1,73.19263935,76.67249368,72.19585243,75.10611423,14894100
GoldmanSachs,2008-11-30,75.94,81.19,74.24,78.99,11525000,0,1,67.58571294,72.25815161,66.0727328,70.30017731,11525000
GoldmanSachs,2008-10-31,88.98,95,87.2,92.5,24881200,0,1,79.19116062,84.5488903,77.60698141,82.3239195,24881200
GoldmanSachs,2008-09-30,126.89,130,124.5,128,13129900,0,1,112.5677635,115.3267338,110.4475259,113.5524764,13129900
GoldmanSachs,2008-08-31,160.56,165,160.27,163.97,7586300,0,1,142.4373876,146.3762391,142.1801202,145.4624965,7586300
GoldmanSachs,2008-07-31,183.06,186.07,182.4,184.04,6062900,0,1,162.3977838,165.0680413,161.8122789,163.26717,6062900
GoldmanSachs,2008-06-30,175.2,178.26,173.29,174.9,9373300,0,1,155.1210655,157.8303718,153.4299626,154.8554472,9373300
GoldmanSachs,2008-05-31,177.8,178.86,175.85,176.41,5697400,0,1,157.4230904,158.3616083,155.6965717,156.1923925,5697400
GoldmanSachs,2008-04-30,193.38,194.93,189.82,191.37,10352600,0,1,171.2175322,172.5898933,168.0655288,169.4378899,10352600
GoldmanSachs,2008-03-31,163.5,168.49,162.85,165.39,8977400,0,1,144.4985444,148.9086223,143.9240854,146.1688946,8977400
GoldmanSachs,2008-02-29,174.11,175.54,169,169.63,11113300,0,1,153.8754836,155.1392935,149.3593518,149.9161351,11113300
GoldmanSachs,2008-01-31,196.99,203.21,195,199.55,14803500,0,1,174.096442,179.5935732,172.3377136,176.3589269,14803500
GoldmanSachs,2007-12-31,211.59,216.79,209.5,215.05,5834300,0,1,186.6582933,191.2455759,184.8145585,189.7106006,5834300
GoldmanSachs,2007-11-30,232.65,234.22,224.77,226.64,11878600,0,1,205.2367878,206.6217943,198.2852903,199.9349477,11878600
GoldmanSachs,2007-10-31,240.36,250.7,240,247.92,14384600,0,1,212.0383164,221.1599514,211.7207353,218.7075196,14384600
GoldmanSachs,2007-09-30,215.76,218.67,215.25,216.74,6156400,0,1,190.0434829,192.6066389,189.59427,190.9066764,6156400
GoldmanSachs,2007-08-31,175.65,178.1,173.87,176.01,11023700,0,1,154.7142092,156.8721928,153.1463681,155.0313007,11023700
GoldmanSachs,2007-07-31,198.55,198.99,187.25,188.34,14744900,0,1,174.8847494,175.2723057,164.9316008,165.8916832,14744900
GoldmanSachs,2007-06-30,219.55,220.44,213.69,216.75,7853800,0,1,193.0310591,193.813558,187.878875,190.5692647,7853800
GoldmanSachs,2007-05-31,232.21,233.97,230.09,230.82,4578100,0,1,204.1618867,205.7093004,202.2979567,202.9397816,4578100
GoldmanSachs,2007-04-30,224.36,224.98,218.48,218.61,5484500,0,1,197.2600702,197.8051818,192.0903019,192.2045995,5484500
GoldmanSachs,2007-03-31,207.36,209.03,204.7,206.63,5177000,0,1,182.0238778,183.4898301,179.6888878,181.3830723,5177000
GoldmanSachs,2007-02-28,200.4,203.85,197.79,201.75,15940000,0,1,175.91428,178.9427444,173.6231809,177.0993313,15940000
GoldmanSachs,2007-01-31,208.3,212.75,207.29,212.16,7235100,0,1,182.8490246,186.7553048,181.9624307,186.2373935,7235100
Boeing,2017-12-31,296.94,297.3,294.83,294.91,1824591,0,1,295.4076724,295.7658146,293.3085608,293.388148,1824591
Boeing,2017-11-30,269.91,277.04,269.43,276.8,4817062,0,1,268.5171579,275.6103642,268.0396348,275.3716027,4817062
Boeing,2017-10-31,259.34,259.93,257.47,257.98,2742775,0,1,256.6145973,257.198397,254.7642491,255.2688895,2742775
Boeing,2017-09-30,253.85,255.26,252.591,254.21,2530961,0,1,251.1822917,252.577474,249.9365225,251.5385084,2530961
Boeing,2017-08-31,241,241.1,238.41,239.66,3075798,0,1,238.4673323,238.5662814,235.9045506,237.1414143,3075798
Boeing,2017-07-31,241.85,246.49,241.82,242.46,5777271,0,1,237.8668439,242.4304253,237.837338,238.4667975,5777271
Boeing,2017-06-30,198.5,199.44,197.3901,197.75,2225564,0,1,195.2307981,196.1553167,194.1391776,194.4931502,2225564
Boeing,2017-05-31,187.37,188.26,186.72,187.63,5186677,0,1,184.284104,185.1594461,183.6448092,184.5398219,5186677
Boeing,2017-04-30,183.42,184.93,183.02,184.83,2181592,0,1,179.0114728,180.4851797,178.6210868,180.3875832,2181592
Boeing,2017-03-31,178.02,178.18,176.81,176.86,2032749,0,1,173.7412626,173.897417,172.5603451,172.6091434,2032749
Boeing,2017-02-28,180.34,181.93,179.67,180.23,4785045,0,1,176.005501,177.5572851,175.3516046,175.8981449,4785045
Boeing,2017-01-31,164.96,165.1,163.22,163.42,5350186,0,1,159.6115562,159.747017,157.9279716,158.1214871,5350186
Boeing,2016-12-31,156.49,156.79,154.96,155.68,2028362,0,1,151.4161762,151.7064494,149.9357829,150.6324386,2028362
Boeing,2016-11-30,151.59,153.08,150.56,150.56,3990972,0,1,146.6750473,148.1167375,145.6784427,145.6784427,3990972
Boeing,2016-10-31,143.05,143.35,142.15,142.43,3075889,0,1,137.3590441,137.6471092,136.4948488,136.7637095,3075889
Boeing,2016-09-30,132.09,132.63,131.2701,131.74,3117139,0,1,126.8350656,127.3535828,126.0477837,126.4989896,3117139
Boeing,2016-08-31,130.83,130.83,129.14,129.45,3639176,0,1,125.6251922,125.6251922,124.0024254,124.3000927,3639176
Boeing,2016-07-31,133.05,133.8,132.3,133.66,3559058,0,1,126.7127486,127.4270257,125.9984716,127.293694,3559058
Boeing,2016-06-30,127.08,129.87,127.08,129.87,4110845,0,1,121.0271033,123.6842139,121.0271033,123.6842139,4110845
Boeing,2016-05-31,129.88,129.98,126.04,126.15,6893758,0,1,123.6937376,123.7889746,120.0366391,120.1413998,6893758
Boeing,2016-04-30,134.42,135.23,132.81,134.8,3716644,0,1,126.9768573,127.7420058,125.4560067,127.3358158,3716644
Boeing,2016-03-31,128.09,128.38,125.25,126.94,8758093,0,1,120.9973639,121.2713059,118.3146212,119.911042,8758093
Boeing,2016-02-29,118.12,119.465,117.5,118.18,4569117,0,1,111.5794256,112.8499498,110.9937564,111.6361032,4569117
Boeing,2016-01-31,118.14,120.18,118.02,120.13,9195206,0,1,110.5626249,112.4717815,110.4503216,112.4249884,9195206
Boeing,2015-12-31,145.96,145.96,144.5,144.59,2104978,0,1,136.5982794,136.5982794,135.2319223,135.3161498,2104978
Boeing,2015-11-30,146.97,147.26,145.36,145.45,3175825,0,1,137.5434991,137.8148988,136.0367628,136.1209903,3175825
Boeing,2015-10-31,147.4,149.6,147.09,148.07,3938024,0,1,137.1039959,139.1503242,136.8156496,137.7271959,3938024
Boeing,2015-09-30,130.27,131.41,129.621,130.95,3025421,0,1,121.1705397,122.2309098,120.5668728,121.8030411,3025421
Boeing,2015-08-31,132.25,132.7,130.39,130.68,4231483,0,1,123.0122351,123.4308023,121.2821576,121.5519008,4231483
Boeing,2015-07-31,143.76,144.92,143.29,144.17,3163496,0,1,132.8840034,133.9562449,132.4495607,133.2629853,3163496
Boeing,2015-06-30,140.06,140.06,138.44,138.72,3434761,0,1,129.4639226,129.4639226,127.9664818,128.2252988,3434761
Boeing,2015-05-31,142.26,142.26,140.32,140.52,6199095,0,1,131.4974841,131.4974841,129.7042526,129.8891218,6199095
Boeing,2015-04-30,145.25,145.94,142.75,143.34,4925132,0,1,133.4005693,134.0342794,131.1045182,131.6463862,4925132
Boeing,2015-03-31,152.23,152.25,149.94,150.08,2975297,0,1,139.811144,139.8295124,137.7079612,137.83654,2975297
Boeing,2015-02-28,151,151.89,150.45,150.85,4330527,0,1,138.6814868,139.498881,138.1763556,138.5437238,4330527
Boeing,2015-01-31,146.22,146.85,144.37,145.37,11271047,0,1,133.4703311,134.0453982,131.7816421,132.694447,11271047
Boeing,2014-12-31,132.25,132.3,129.86,129.98,2712384,0,1,120.7184468,120.764087,118.5368431,118.6463797,2712384
Boeing,2014-11-30,135.51,135.78,134.04,134.36,2089964,0,1,123.6941907,123.9406481,122.3523675,122.6444651,2089964
Boeing,2014-10-31,125.03,125.89,124.73,124.91,4668628,0,1,113.4612213,114.2416472,113.1889797,113.3523246,4668628
Boeing,2014-09-30,128.57,129.39,127.31,127.38,4007558,0,1,116.6736721,117.4177991,115.5302574,115.5937804,4007558
Boeing,2014-08-31,127.35,127.35,126.05,126.8,3032700,0,1,115.5665563,115.5665563,114.3868427,115.0674467,3032700
Boeing,2014-07-31,121.47,122.05,120.41,120.48,5588800,0,1,109.5548139,110.0779208,108.598791,108.6619246,5588800
Boeing,2014-06-30,127.91,127.91,126.2,127.23,5712900,0,1,115.363104,115.363104,113.8208407,114.7498063,5712900
Boeing,2014-05-31,134.67,135.44,134.04,135.25,2760300,0,1,121.4600049,122.1544743,120.8918026,121.9831117,2760300
Boeing,2014-04-30,128.05,129.5,127.8,129.02,2773000,0,1,114.8461973,116.1466814,114.6219759,115.7161763,2773000
Boeing,2014-03-31,125.36,126.04,124.8,125.49,2962000,0,1,112.4335751,113.0434573,111.9313192,112.5501702,2962000
Boeing,2014-02-28,128.75,129.9501,128.06,128.92,4361400,0,1,115.4740172,116.5503695,114.8551661,115.6264877,4361400
Boeing,2014-01-31,124.46,126.87,123.08,125.26,9732700,0,1,110.9940076,113.1432569,109.7633172,111.7074514,9732700
Boeing,2013-12-31,136.16,137.05,135.74,136.49,2096000,0,1,121.4281221,122.2218283,121.0535642,121.7224177,2096000
Boeing,2013-11-30,134.82,135.23,134.18,134.25,1680900,0,1,120.2331039,120.5987438,119.6623489,119.7247752,1680900
Boeing,2013-10-31,129.84,131.88,129.55,130.5,4931800,0,1,115.3714856,117.1841615,115.1138013,115.9579396,4931800
Boeing,2013-09-30,117.35,117.895,116.37,117.5,4032900,0,1,104.273289,104.7575577,103.4024937,104.4065739,4032900
Boeing,2013-08-31,104.92,104.96,103.6,103.92,2723800,0,1,93.22840628,93.26394894,92.05549838,92.33983969,2723800
Boeing,2013-07-31,105.92,106.28,104.99,105.1,4487800,0,1,93.6899888,94.00842154,92.86737088,92.96466978,4487800
Boeing,2013-06-30,102.86,103.49,102.32,102.44,5432500,0,1,90.9833105,91.54056779,90.50566138,90.61180563,5432500
Boeing,2013-05-31,100.21,100.95,99.02,99.02,4218700,0,1,88.6392917,89.2938479,87.58669459,87.58669459,4218700
Boeing,2013-04-30,91.35,91.99,90.8201,91.41,4714300,0,1,80.38771813,80.95091615,79.92140776,80.44051794,4714300
Boeing,2013-03-31,86.41,86.5,85.42,85.85,4884300,0,1,76.04053337,76.11973309,75.16933643,75.5477351,4884300
Boeing,2013-02-28,77.24,77.73,76.4,76.9,5593400,0,1,67.97096167,68.40216015,67.23176426,67.67176272,5593400
Boeing,2013-01-31,74.5,74.62,73.76,73.87,7639000,0,1,65.13730963,65.24222879,64.49030817,64.58648406,7639000
Boeing,2012-12-31,74.61,75.41,74,75.36,4939000,0,1,65.23348553,65.93294657,64.70014648,65.88923026,4939000
Boeing,2012-11-30,74.36,74.66,73.86,74.28,3863400,0,1,65.01490395,65.27720184,64.5777408,64.94495785,3863400
Boeing,2012-10-31,71.35,71.45,70.2734,70.44,3778700,0,1,61.99411587,62.08100321,61.05868678,61.20344109,3778700
Boeing,2012-09-30,69.75,70.05,69.18,69.595,4057500,0,1,60.60391845,60.86458047,60.10866063,60.46924308,4057500
Boeing,2012-08-31,71.27,71.75,70.61,71.4,3171800,0,1,61.924606,62.34166522,61.35114956,62.03755954,3171800
Boeing,2012-07-31,74.82,75.06,73.88,73.91,3978700,0,1,64.61998929,64.82727073,63.80813697,63.83404715,3978700
Boeing,2012-06-30,73.06,74.37,72.89,74.3,4419400,0,1,63.09992538,64.23133658,62.95310103,64.1708795,4419400
Boeing,2012-05-31,69.54,70.11,69.07,69.61,4191400,0,1,60.05979758,60.552091,59.65387142,60.12025467,4191400
Boeing,2012-04-30,76.51,76.87,75.68,76.8,5811100,0,1,65.68927495,65.99836055,64.97666094,65.93826057,5811100
Boeing,2012-03-31,74.32,74.44,73.78,74.37,3203800,0,1,63.80900424,63.91203277,63.34537585,63.8519328,3203800
Boeing,2012-02-29,75.28,75.72,74.75,74.95,4631800,0,1,64.6332325,65.01100378,64.17818981,64.34990404,4631800
Boeing,2012-01-31,74.51,75.2,73.9624,74.18,4777200,0,1,63.60127981,64.19025958,63.1338518,63.31959383,4777200
Boeing,2011-12-31,73.86,74.08,73.24,73.35,2811800,0,1,63.04644379,63.23423444,62.51721558,62.61111091,2811800
Boeing,2011-11-30,67.08,68.75,66.99,68.69,8601100,0,1,57.2590773,58.68457907,57.18225385,58.63336344,8601100
Boeing,2011-10-31,67.12,67.49,65.74,65.79,6879500,0,1,56.93444436,57.24829633,55.76386133,55.80627375,6879500
Boeing,2011-09-30,61.5,62.18,60.45,60.51,5464300,0,1,52.16728737,52.7440964,51.27662636,51.32752128,5464300
Boeing,2011-08-31,66.69,67.29,66.14,66.86,6807400,0,1,56.56969747,57.07864662,56.10316076,56.71389973,6807400
Boeing,2011-07-31,70,71.11,69.25,70.47,5962000,0,1,58.946162,59.88087972,58.31459598,59.34194338,5962000
Boeing,2011-06-30,73,74.1,72.9,73.93,4245300,0,1,61.47242609,62.39872292,61.38821729,62.25556796,4245300
Boeing,2011-05-31,77.8,78.35,77.41,78.03,4706400,0,1,65.51444863,65.97759704,65.1860343,65.70812887,4706400
Boeing,2011-04-30,78.85,80.34,78.85,79.78,8050400,0,1,66.04785578,67.29593828,66.04785578,66.8268603,8050400
Boeing,2011-03-31,73.81,74.47,73.47,73.93,4199200,0,1,61.8261539,62.37899582,61.54135656,61.92667062,4199200
Boeing,2011-02-28,72.47,72.9,71.7,72.01,4098500,0,1,60.70371729,61.06390218,60.05873506,60.31840323,4098500
Boeing,2011-01-31,69.26,69.96,69.1242,69.48,4559800,0,1,57.6813394,58.26431568,57.568242,57.86456052,4559800
Boeing,2010-12-31,64.9,65.29,64.62,65.26,2137400,0,1,54.05022996,54.37503103,53.81703944,54.35004633,2137400
Boeing,2010-11-30,63.73,64.21,63.47,63.77,5814100,0,1,53.07582674,53.4755819,52.85929269,53.10913967,5814100
Boeing,2010-10-31,71.15,71.46,70.356,70.64,3192300,0,1,58.89656254,59.15317441,58.23930505,58.47439463,3192300
Boeing,2010-09-30,67.09,67.97,66.05,66.54,8214300,0,1,55.53577486,56.26422145,54.67488343,55.08049574,8214300
Boeing,2010-08-31,62,62.18,60.8,61.13,5309500,0,1,51.32237354,51.47137398,50.32903728,50.60220475,5309500
Boeing,2010-07-31,66.61,68.38,66.47,68.14,6022000,0,1,54.80604269,56.26238101,54.69085209,56.06491141,6022000
Boeing,2010-06-30,63.05,64.21,62.58,62.75,7102200,0,1,51.87691025,52.83134666,51.49019894,51.63007325,7102200
Boeing,2010-05-31,65.15,65.26,63.51,64.18,5775600,0,1,53.60476927,53.69527618,52.25539366,52.80666296,5775600
Boeing,2010-04-30,73.8,74.48,72.26,72.43,5600900,0,1,60.36481524,60.92102221,59.10517004,59.24422178,5600900
Boeing,2010-03-31,72.92,73.06,71.95,72.61,5884600,0,1,59.64501798,59.75953118,58.8516051,59.39145304,5884600
Boeing,2010-02-28,63.09,63.88,63.03,63.16,4416000,0,1,51.60455547,52.25073709,51.55547838,51.66181207,4416000
Boeing,2010-01-31,62.8,63.4,60.32,60.6,8725400,0,1,51.01870238,51.50614222,49.00395108,49.231423,8725400
Boeing,2009-12-31,55,55.22,54.05,54.13,2189400,0,1,44.68198457,44.86071251,43.91020484,43.97519682,2189400
Boeing,2009-11-30,52.43,52.69,51.78,52.41,5432200,0,1,42.59411729,42.80534122,42.06605747,42.5778693,5432200
Boeing,2009-10-31,48.7,48.81,47.66,47.8,8702600,0,1,39.22118076,39.30977069,38.38360318,38.49635401,8702600
Boeing,2009-09-30,54.86,55.25,53.46,54.15,5939600,0,1,44.18221717,44.49630876,43.0547089,43.6104094,5939600
Boeing,2009-08-31,50.17,50.25,49.02,49.67,9297900,0,1,40.40506445,40.46949349,39.47889693,40.00238292,9297900
Boeing,2009-07-31,43.32,43.49,42.8,42.91,6029200,0,1,34.55867404,34.6942921,34.14384231,34.23159517,6029200
Boeing,2009-06-30,43.63,43.79,42.1,42.5,8321200,0,1,34.80597757,34.9336181,33.58541498,33.90451631,8321200
Boeing,2009-05-31,44.61,45.08,43.95,44.85,5417400,0,1,35.58777582,35.96271989,35.06125863,35.77923662,5417400
Boeing,2009-04-30,41.07,41.74,39.9,40.05,7028100,0,1,32.45532999,32.98479362,31.53074426,31.64928089,7028100
